district_name,division,crop_id,crop_name,crop_category,currently_grown,suitability_score,current_area_hectare,current_production_mt,potential_additional_area_hectare,potential_additional_production_mt,potential_oil_from_additional_mt,required_hub_equipment,priority_level,data_reliability
Satkhira,Khulna,groundnut,Groundnut/Peanut,oilseed,yes,4,5000,7500,8000,12000,5760,oil_mill,high,estimated
Khulna,Khulna,mustard,Mustard/Rapeseed,oilseed,yes,3,8000,9600,8000,9600,3840,oil_mill,medium,estimated
Mymensingh,Mymensingh,grass_pea,Grass Pea/Khesari,pulse,yes,3,8000,9600,4000,4800,0,dryer,medium,estimated
Joypurhat,Rajshahi,maize,Maize,cereal,yes,4,10000,75000,6000,45000,0,dryer,high,estimated
Joypurhat,Rajshahi,lentil,Lentil,pulse,yes,4,8000,8000,5000,5000,0,dryer,high,estimated
Lalmonirhat,Rangpur,groundnut,Groundnut/Peanut,oilseed,yes,4,5000,7500,8000,12000,5760,oil_mill,high,estimated
Lalmonirhat,Rangpur,potato,Potato,tuber,yes,3,8000,176000,3000,66000,0,cold_storage,medium,estimated
Kurigram,Rangpur,potato,Potato,tuber,yes,3,6000,132000,2000,44000,0,cold_storage,medium,estimated
Gaibandha,Rangpur,potato,Potato,tuber,yes,3,8000,176000,3000,66000,0,cold_storage,medium,estimated
Thakurgaon,Rangpur,potato,Potato,tuber,yes,4,18000,396000,5000,110000,0,cold_storage,high,estimated
Panchagarh,Rangpur,potato,Potato,tuber,yes,3,8000,176000,3000,66000,0,cold_storage,medium,estimated
Nilphamari,Rangpur,potato,Potato,tuber,yes,4,12000,264000,4000,88000,0,cold_storage,high,estimated
Naogaon,Rajshahi,potato,Potato,tuber,yes,4,15000,330000,5000,110000,0,cold_storage,high,estimated
Chapai Nawabganj,Rajshahi,potato,Potato,tuber,yes,3,8000,176000,3000,66000,0,cold_storage,medium,estimated
Sirajganj,Rajshahi,potato,Potato,tuber,yes,3,6000,132000,3000,66000,0,cold_storage,medium,estimated
Pabna,Rajshahi,potato,Potato,tuber,yes,3,6000,132000,3000,66000,0,cold_storage,medium,estimated
Natore,Rajshahi,potato,Potato,tuber,yes,3,5000,110000,2000,44000,0,cold_storage,medium,estimated
Comilla,Chattogram,aus_rice,Aus Rice,cereal,yes,3,8000,14400,2000,3600,0,rice_mill,medium,estimated
Noakhali,Chattogram,aus_rice,Aus Rice,cereal,yes,3,8000,14400,2000,3600,0,rice_mill,medium,estimated
Patuakhali,Barisal,aus_rice,Aus Rice,cereal,yes,3,6000,10800,2000,3600,0,rice_mill,medium,estimated
Bhola,Barisal,aus_rice,Aus Rice,cereal,yes,3,5000,9000,2000,3600,0,rice_mill,medium,estimated
Barguna,Barisal,aus_rice,Aus Rice,cereal,yes,3,5000,9000,2000,3600,0,rice_mill,medium,estimated
Satkhira,Khulna,aus_rice,Aus Rice,cereal,yes,3,5000,9000,2000,3600,0,rice_mill,medium,estimated
Bagerhat,Khulna,aus_rice,Aus Rice,cereal,yes,3,5000,9000,2000,3600,0,rice_mill,medium,estimated
Sunamganj,Sylhet,aus_rice,Aus Rice,cereal,yes,3,8000,14400,2000,3600,0,rice_mill,medium,estimated
Sylhet,Sylhet,aus_rice,Aus Rice,cereal,yes,3,8000,14400,2000,3600,0,rice_mill,medium,estimated
Kishoreganj,Dhaka,boro_rice_regular,Regular Boro Rice,cereal,yes,4,55000,247500,4000,18000,0,rice_mill,high,estimated
Kishoreganj,Dhaka,aus_rice,Aus Rice,cereal,yes,3,8000,14400,2000,3600,0,rice_mill,medium,estimated
Manikganj,Dhaka,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,15000,48000,8000,25600,0,rice_mill,high,estimated
Shariatpur,Dhaka,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,15000,48000,8000,25600,0,rice_mill,high,estimated
Gopalganj,Dhaka,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,15000,48000,8000,25600,0,rice_mill,high,estimated
Brahmanbaria,Chattogram,aman_rice_short,Short-duration Aman Rice,cereal,yes,3,12000,38400,5000,16000,0,rice_mill,medium,estimated
Chandpur,Chattogram,aman_rice_short,Short-duration Aman Rice,cereal,yes,3,12000,38400,5000,16000,0,rice_mill,medium,estimated
Sunamganj,Sylhet,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,20000,64000,8000,25600,0,rice_mill,high,estimated
Sylhet,Sylhet,aman_rice_short,Short-duration Aman Rice,cereal,yes,3,15000,48000,5000,16000,0,rice_mill,medium,estimated
Netrokona,Mymensingh,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,20000,64000,8000,25600,0,rice_mill,high,estimated
Jamalpur,Mymensingh,aman_rice_short,Short-duration Aman Rice,cereal,yes,3,12000,38400,5000,16000,0,rice_mill,medium,estimated
Rangpur,Rangpur,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,20000,64000,10000,32000,0,rice_mill,high,estimated
Dinajpur,Rangpur,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,18000,57600,10000,32000,0,rice_mill,high,estimated
Bogura,Rajshahi,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,18000,57600,10000,32000,0,rice_mill,high,estimated
Rajshahi,Rajshahi,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,15000,48000,10000,32000,0,rice_mill,high,estimated
Comilla,Chattogram,boro_rice_short,Short-duration Boro Rice,cereal,yes,4,18000,75600,6000,25200,0,rice_mill,high,estimated
Bogura,Rajshahi,boro_rice_short,Short-duration Boro Rice,cereal,yes,4,14000,58800,5000,21000,0,rice_mill,high,estimated
Rajshahi,Rajshahi,boro_rice_short,Short-duration Boro Rice,cereal,yes,4,12000,50400,5000,21000,0,rice_mill,high,estimated
Dinajpur,Rangpur,boro_rice_short,Short-duration Boro Rice,cereal,yes,4,15000,63000,5000,21000,0,rice_mill,high,estimated
Kishoreganj,Dhaka,boro_rice_short,Short-duration Boro Rice,cereal,yes,4,18000,75600,6000,25200,0,rice_mill,high,estimated
Mymensingh,Mymensingh,boro_rice_short,Short-duration Boro Rice,cereal,yes,3,10000,42000,4000,16800,0,rice_mill,medium,estimated
Sylhet,Sylhet,boro_rice_short,Short-duration Boro Rice,cereal,yes,4,20000,84000,6000,25200,0,rice_mill,high,estimated
Habiganj,Sylhet,boro_rice_short,Short-duration Boro Rice,cereal,yes,4,15000,63000,5000,21000,0,rice_mill,high,estimated
Noakhali,Chattogram,boro_rice_short,Short-duration Boro Rice,cereal,yes,3,10000,42000,4000,16800,0,rice_mill,medium,estimated
Patuakhali,Barisal,boro_rice_short,Short-duration Boro Rice,cereal,yes,3,10000,42000,4000,16800,0,rice_mill,medium,estimated
Bhola,Barisal,boro_rice_short,Short-duration Boro Rice,cereal,yes,3,8000,33600,3000,12600,0,rice_mill,medium,estimated
Barguna,Barisal,boro_rice_short,Short-duration Boro Rice,cereal,yes,3,7000,29400,3000,12600,0,rice_mill,medium,estimated
Satkhira,Khulna,boro_rice_short,Short-duration Boro Rice,cereal,yes,3,8000,33600,3000,12600,0,rice_mill,medium,estimated
Bagerhat,Khulna,boro_rice_short,Short-duration Boro Rice,cereal,yes,3,8000,33600,3000,12600,0,rice_mill,medium,estimated
